objName,price,salePrice,style,parking,lon,lat,landArea,mainArea,affiliatedArea,zipCode
經貿中信總部金店,4675,4675,華廈,私有,121.611791394,25.0594733817,8.03,25.79,1.74,115
T612中研院靜巷收租宅,1498,1498,公寓,無,121.613867197,25.0349092791,4.99,16.03,2.36,115
近松山捷運站店辦,560,560,大樓,無,121.580365136,25.0508024478,2.55,4.23,1.43,115
南港昆陽捷運公寓三樓,1280,1280,公寓,無,121.592597386,25.0534743737,3.38,23.99,0,115
玉成大賞B,1498,1498,大樓,無,121.588081,25.041763,,8.35,1.47,115
南港昆陽三角窗透天店面,8500,8500,公寓,無,121.59253592,25.0536497834,9.6,69.65,,115
南港中研靜巷美寓,1460,1460,公寓,無,121.614191777,25.0479595476,7.89,24.53,2.35,115
水岸兩房公園綠景,2980,2980,華廈,私有,121.596931966,25.058398469,10.65,18.68,3.52,115
昆陽星鑽,4980,4980,大樓,私有,121.591375484,25.0560605064,15.49,47.08,5.48,115
南港稀有頂家美宅,2500,2500,公寓,無,121.601634557,25.0547149368,9.13,25.68,3.96,115
玉成大賞A+車位,2288,2288,大樓,私有,121.588081,25.041763,,12.22,1.74,115
帝寶高樓+車位,1998,1998,大樓,私有,121.59543944,25.0552080034,3.2,7.7,1.93,115
文風研究院頂層闔家歡,1520,1520,公寓,無,121.613815941,25.0344071644,7.06,21.89,2.83,115
玉成大賞三房車,3786,3786,大樓,私有,121.588081,25.041763,,20.57,3.21,115
南港麗山段土地,4988,4988,土地,無,121.59719,25.02619,2058.21,,,115
華固綠景兩房車位,3300,3300,大樓,私有,121.594086663,25.0564886887,6.45,16.12,3.27,115
南港區風華金店面,5370,5370,華廈,私有,121.611795501,25.059422745,8.03,24.65,2.65,115
南港園區風華金店面,5411,5411,華廈,私有,121.611791394,25.0594733817,8.03,25.79,1.74,115
C13南港世界心寬敞辦公室,5888,5888,大樓,私有,121.610401887,25.0597775223,17.34,48.47,9.31,115
C16近經貿商圈辦公大樓,6150,6150,大樓,私有,121.610235309,25.0595011223,17.34,49.3,8.94,115
南港紐約花園雙車位好宅,7566,7566,大樓,私有,121.612705168,25.0600681121,9.8,38.64,9.4,115
後山埤黃金店面,31888,31888,華廈,無,121.583637542,25.045037701,41.49,74.7,0,115
