objName,price,salePrice,style,parking,lon,lat,landArea,mainArea,affiliatedArea,zipCode
東湖國小公園雅寓,1630,1630,公寓,無,121.617438081,25.070132224,8.08,23.66,3.18,114
大湖國小綠景四房車位,3180,3180,公寓,私有,121.601053754,25.0886215341,14.82,35.99,12.5,114
哈拉影城黃金店面,6888,6888,華廈,可購,121.612438088,25.0697602599,39.16,143.2,0,114
J7捷運東湖人潮實店面,5168,5168,公寓,無,121.6139488,25.0690008,7.48,17.63,10.18,114
閱讀歐洲樓中樓花園豪宅,9288,9288,大樓,私有,121.607435928,25.0742154788,21.85,61.59,5.48,114
文德公園旁一樓,2480,2480,公寓,無,121.58058798,25.0776952362,6.59,20.27,2.85,114
大湖山莊街社區坡道平面車位,280,280,其他,無,121.599523294,25.0893237448,1.3,16.86,,114
E28森大直景觀美妝2房,2750,2750,華廈,私有,121.559168651,25.0909065242,6.85,15.53,3.22,114
AZ7蓮園心邑｜首席庭院A,7698,7698,華廈,私有,121.60188,25.06857,,30.81,5.64,114
AZ7蓮園心邑｜經典庭院B,6238,6238,華廈,私有,121.60188,25.06857,,28.86,4.88,114
AZ7蓮園心邑｜森活庭院C,6678,6678,大樓,私有,121.60188,25.06857,,27.91,4.7,114
AZ7蓮園心邑｜私境庭院D,6103,6103,華廈,私有,121.60188,25.06857,,28.78,5.36,114
Y637東湖黃金收租店面,3998,3998,公寓,無,121.618141299,25.0696054477,7.52,21.52,3.93,114
內湖五期電梯三房,4380,4380,華廈,私有,121.585793459,25.0610680258,12.01,27.29,4.38,114
碧湖園新城美妝兩房,1568,1568,公寓,無,121.589134688,25.0876782079,4.14,16.04,0.77,114
捷運西湖站挑高商辦,5080,5080,華廈,私有,121.566364867,25.0801003942,15.92,48.8,0,114
內科廠辦一樓+陽光屋B1,19999,19999,華廈,私有,121.582653081,25.0702191097,58.94,186.4,0,114
明湖青庭車位,170,170,華廈,私有,121.613915233,25.0701106078,0.13,,0,114
內湖秀美館挑高三房車,3600,3600,大樓,私有,121.582728435,25.0557320874,10.56,26.34,3.36,114
內湖捷運站巨星商辦,19000,19000,大樓,私有,121.592170211,25.0821875254,27.51,266.96,,114
內湖四房坡車美屋,3988,3988,公寓,私有,121.55948883,25.0876950914,18.09,48.83,4.91,114
東湖站旁商場店面,10500,10500,華廈,無,121.611228399,25.0662854979,134.24,703.92,,114
【劍南路站｜內湖・大面寬店面】,4980,4980,華廈,私有,121.560977095,25.0872299348,12.12,58.18,3.35,114
亞太企業廠辦,7688,7688,大樓,私有,121.581688,25.069927,41.1,95.1,0.97,114
亞太企業廠辦-2,3626,3626,大樓,私有,121.5816232,25.0700355,19.89,47.64,0,114
內湖四期大華新村,1250,1250,公寓,無,121.592850246,25.0650145962,10.75,16.99,1.14,114
內科民權天下四米六另雙車位,4780,4780,華廈,私有,121.582755704,25.0685725075,14.58,45.72,,114
東湖國小公寓,2200,2200,公寓,無,121.615650542,25.0679385293,10.38,24.64,3.18,114
內科港墘路稀有邊間辦公,6988,6988,華廈,私有,121.574494301,25.0759040326,17.45,53.42,0,114
內科港墘路辦公大樓A+,5600,5600,華廈,私有,121.574494301,25.0759040326,13.95,47.04,0,114
西湖捷運獨棟美辦(4),6691,6691,華廈,私有,121.566854,25.080647,98.07,40.55,4.17,114
西湖捷運獨棟美辦(5.6.7),18698,18698,華廈,私有,121.566854,25.080647,98.07,113.75,13.61,114
西湖捷運獨棟美辦(3),6710,6710,華廈,私有,121.566854,25.080647,98.07,40.55,4.31,114
西湖捷運獨棟美辦(全),43375,43375,華廈,私有,121.566854,25.080647,98.07,261.44,25.7,114
內科氣派門廳優質辦公,7680,7680,大樓,私有,121.576285563,25.0724546441,29.37,94.49,0,114
亞太企業廠辦-1,4062,4062,大樓,私有,121.581688,25.069927,21.22,50.88,0.97,114
內湖福華商業廣場辦公室,1980,1980,大樓,可租,121.592643582,25.0681961257,2.96,15.55,0,114
港墘捷運麗山國小美寓,2780,2780,公寓,無,121.573381641,25.0830812924,8.02,27.06,2.88,114
內湖站景觀戶2房平車,2588,2588,大樓,私有,121.585974988,25.0878904346,10.49,17.7,3.16,114
內湖三總高樓美豪邸,6688,6688,華廈,公有,121.597834099,25.0665549884,9.71,36.31,8.97,114
內科文德捷運店、住、辦,3880,3880,公寓,無,121.584777587,25.0770941186,9.35,29.03,1.27,114
內湖港墘路店面,7980,7980,大樓,私有,121.574121734,25.0745473382,16.08,47.83,6.55,114
宏泰巨星高樓景觀收租,2888,2888,大樓,無,121.592078364,25.0821133832,3.38,35.49,1.27,114
內湖三總挑高面寬金店面,3588,3588,大樓,私有,121.59228693,25.0697666663,5.18,26.43,0.88,114
典藏精緻景觀2房,2388,2388,華廈,無,121.582919412,25.0843208175,7.79,16.07,3.83,114
西湖捷運獨棟美辦(1.2),11277,11277,華廈,私有,121.566854,25.080647,98.07,66.58,3.61,114
森大直環景全新毛胚屋1D,4500,4500,大樓,私有,121.559195012,25.09071919,8.34,17.57,5.47,114
內湖科學園區小坪數華廈,950,950,華廈,無,121.564540236,25.0863606458,4.64,10.15,0,114
湖光頂佳大空間,2280,2280,公寓,無,121.592341101,25.0804948915,10.62,30.49,2.65,114
內湖港墘極美鼎加,2799,2799,公寓,無,121.573368377,25.0842079923,11.41,28.77,2.77,114
港墘站頂樓美妝大空間,2799,2799,公寓,無,121.573368377,25.0842079923,11.41,28.77,2.77,114
四期樹海景觀美妝平車,3580,3580,大樓,私有,121.599028698,25.0667199752,11.65,20.15,3.06,114
麗山國小美美頂家,2799,2799,公寓,無,121.573368377,25.0842079923,11.41,28.77,2.77,114
四期派樂地簡約風電梯2房+平車,1480,1480,大樓,私有,121.592072908,25.065315418,0,16.45,2.21,114
B4559內湖捷運一品居四房車,4988,4988,大樓,私有,121.591295678,25.0820677551,6.36,31.28,4.37,114
內湖四期3房雙車露台戶,7688,7688,華廈,私有,121.592511866,25.0665776798,13.85,43.26,9.41,114
碧湖君品,4680,4680,大樓,無,121.590371895,25.0821621332,4.47,26,3.97,114
大直國家,3880,3880,公寓,私有,121.557916284,25.08593198,12.49,44.48,5.76,114
東湖安泰街黃金店辦,2980,2980,公寓,無,121.619044419,25.0733412302,9.16,36.56,3.01,114
鄰近東湖國中康樂商圈安泰雅寓,1798,1798,公寓,無,121.618554058,25.0735094476,9.48,28.25,5.33,114
大坵田農地1374坪,5480,5480,土地,無,121.60670484,25.1024268358,1374.27,,,114
捷運大湖公園站電梯面寬正3房車,3600,3600,大樓,無,121.601100479,25.0846985242,8.13,28.16,3.44,114
內湖東天廈店面,2380,2380,大樓,無,121.577906755,25.0539485998,7.06,19.98,0,114
大湖國宅電梯三房,3600,3600,大樓,其他,121.601100479,25.0846985242,8.13,28.16,3.44,114
內湖收租金元寶,1988,1988,公寓,無,121.591944729,25.0876328413,4.62,22.31,2.15,114
內湖樓中樓庭院雙車位,5000,5000,華廈,私有,121.559156932,25.0909891719,13.59,29.33,7.91,114
安康東湖商圈地下商城,48000,48000,華廈,無,121.615554447,25.0675707449,134.33,1125.79,,114
堤頂凱旋親水總部,18269,18269,華廈,私有,121.571951003,25.0755905065,54.11,190.7,0.46,114
驚喜價東湖全聯高投報店面,19800,19800,華廈,無,121.616127927715,25.0680173205896,,239.41,,114
J5122 麗山高中3樓公寓,2180,2180,公寓,無,121.579450029,25.0851224577,9.48,27.27,4.37,114
四期國醫辦公大露台,1850,1850,大樓,無,121.592799573,25.0699166067,4.25,20.28,2.38,114
典藏內湖I-COME,3338,3338,大樓,私有,121.58641629,25.0578987414,6.49,25.03,1.79,114
內湖捷運AIT旁景觀小宅,1450,1450,大樓,私有,121.597299517,25.0802196391,3.46,6.91,1.61,114
捷運港墘站麗山學區美裝,2188,2188,公寓,無,121.574418583,25.0837603109,10.72,33.05,2.79,114
內湖四期國醫景觀商辦,1850,1850,大樓,無,121.592799573,25.0699166067,0,20.28,2.38,114
內湖四期國醫景觀商辦,1850,1850,大樓,無,121.592799573,25.0699166067,0,20.28,2.38,114
內湖捷運文德站美寓3樓,2160,2160,公寓,無,121.582558,25.0770170345,8.87,27.09,1.92,114
135內科靜巷國泰公寓,1998,1998,公寓,無,121.562351392,25.0875406297,8.95,26.37,3.95,114
內科正官庄旁金店面,4180,4180,大樓,私有,121.57736237,25.079689968,4.44,9.75,2.59,114
陽光生活高樓,3588,3588,大樓,私有,121.584597141,25.076407744,5.94,16.45,2.7,114
內湖科技園區優質廠辦,5680,5680,其他,私有,121.574998847,25.0715417639,20.44,63.76,1.13,114
內科港墘河景廠辦,5488,5488,華廈,私有,121.5742111,25.0744331472,16.45,46.6,3.48,114
激推!西湖段核心頂級廠辦,14080,14080,華廈,私有,121.566707868,25.0793294247,37.21,117.06,0,114
安康透天廠房,13000,13000,透天,無,121.602083779,25.0633637318,83.49,220.94,0,114
國家別墅庭院大戶,15000,15000,別墅,私有,121.602105786,25.0736436721,79.33,125.64,25.75,114
文湖線景觀露台樓中樓,7188,7188,大樓,私有,121.605487713,25.0719652163,8.17,54.41,19.56,114
眺望101景觀~屋況佳3房,2998,2998,大樓,無,121.575023042,25.0559146376,14.31,22.82,2.14,114
立委特區全新裝修別墅,8500,8500,別墅,私有,121.599639922,25.0829928178,39.91,69.87,10.53,114
E37國賓官邸遠景大宅,8688,8688,大樓,私有,121.590972262,25.0697066499,8.6,52.52,7,114
精裝米蘭苑4房雙車,8380,8380,大樓,私有,121.585568468,25.0606096463,15.42,48.74,6.23,114
濱湖名宮捷運豪景電梯四房,4280,4280,大樓,抽籤,121.605641588,25.0727834744,6.02,42.75,6.93,114
內湖捷運大空間商辦,8388,8388,大樓,無,121.593017014,25.0832191783,45.57,315.28,0,114
美麗華裝潢公寓三樓4房,3480,3480,公寓,無,121.559137793,25.0856092976,10.59,39.13,4.68,114
警智新村3房,3600,3600,大樓,抽籤,121.595049382,25.0794592193,12.72,30.82,4.29,114
民權東路內湖邊間商辦,4588,4588,大樓,無,121.592643582,25.0681960883,9.6,39.2,0,114
好市多稀有庭院一樓雙車位,3100,3100,華廈,私有,121.581475333,25.0556145647,8.33,19,3.07,114
瑞光廠辦,41147,41147,華廈,可購,121.581461,25.07002,,336.83,24.93,114
瑞光廠辦1,54965,54965,華廈,可購,121.581461,25.07002,,436.57,31.47,114
內湖大帝國收租美辦,23160,23160,華廈,私有,121.566213163,25.0792645516,45.28,173.48,,114
&內科西湖站高投報辦公室,30200,30200,華廈,私有,121.570251334,25.0806118745,82.17,239.94,,114
瑞光路優質辦公大樓,5800,5800,華廈,私有,121.566062352,25.0802371343,17.1,52.02,0,114
康樂全聯電梯露台戶+坡道平面車,2850,2850,華廈,私有,121.61905247,25.0710703938,10.4,21.65,13.51,114
內湖通商大樓純辦6,8628,8628,華廈,私有,121.595699391,25.0609945901,242.86,49.63,5.21,114
內湖上和院三房平車,3880,3880,華廈,私有,121.579691936,25.0557339191,10.5,28.64,6.43,114
大直捷運劍南路站內科收租美妝,2250,2250,其他,無,121.561621374,25.0848699737,9.38,28.8,2.4,114
湖之蒂花園華廈,2888,2888,華廈,無,121.618890775,25.0693689637,10.78,24.35,15.16,114
內湖德明小套房,950,950,華廈,無,121.564540236,25.0863606458,17.45,10.15,0,114
森大直庭院豪邸,5000,5000,華廈,私有,121.559156932,25.0909891719,13.59,29.33,7.91,114
東湖優選電梯一房,898,898,華廈,無,121.615976121,25.0706956536,1.91,4.63,1.21,114
夢想家電梯兩房+車位,2498,2498,華廈,私有,121.577275915,25.0539172938,5.17,12.59,3.77,114
內湖邊間電梯四室車,4988,4988,大樓,私有,121.591295678,25.0820677551,6.36,31.28,4.37,114
南京潭美景觀豪美三房+車位,4588,4588,大樓,私有,121.578044164,25.0538351672,9.65,26.06,5.92,114
四期公園第一排攬翠新墅宇,8588,8588,華廈,私有,121.594395799,25.0655968274,39.76,49.78,6.49,114
台北內湖陽光街大套房車位,2088,2088,華廈,私有,121.585550492,25.074397068,10,9.54,2.32,114
捷運1 F庭園3房+坡平大車位,2780,2780,華廈,私有,121.614666617,25.0662424989,7.52,17.06,2.08,114
麗山國小面寬旺店,3100,3100,公寓,無,121.573239073,25.0831932691,6.95,23.66,2.4,114
宏盛新象高樓層,3200,3200,華廈,無,121.591615581,25.0823502507,4.19,25.63,8.86,114
文德捷運2樓美寓,1768,1768,公寓,無,121.585316441,25.0757150303,6.02,17.8,2.31,114
內科百坪電梯豪墅,12988,12988,別墅,私有,121.579912592,25.0727843403,69.55,108.61,14.34,114
遠雄常御美邸附車,4980,4980,大樓,私有,121.582586151,25.0594282257,10.48,24.4,2.38,114
大湖山莊景觀別墅$,29800,29800,別墅,私有,121.60451999,25.0875615868,128.26,123.57,81.11,114
文德女中長耀3房+車,6988,6988,大樓,私有,121.588703395,25.0779107424,14.44,32.68,6.62,114
康寧路邊間金店面,3580,3580,公寓,無,121.612094885,25.0706864986,6.39,19.95,2.41,114
瑞光躍虎廠辦,5800,5800,華廈,私有,121.566062352,25.0802371343,17.1,52.02,,114
遠雄曼哈頓樹海辦公,3621,3621,華廈,私有,121.587380367,25.0608645669,14.14,28.34,,114
遠雄曼哈頓高樓辦公,4064,4064,華廈,私有,121.587380367,25.0608645669,16,32.06,,114
遠雄曼哈頓景觀辦公,3686,3686,華廈,私有,121.587380367,25.0608645669,14.41,28.88,,114
內科面公園景觀商辦,6878,6878,華廈,私有,121.587380367,25.0608645669,27.8,55.72,,114
西湖翡翠一樓店面,6280,6280,華廈,私有,121.560977095,25.0872299348,12.12,58.18,3.35,114
行善富霖挑高科技總部,26300,26300,華廈,私有,121.58416064,25.0622177962,73.95,168.17,10.33,114
文德站三樓收租,2080,2080,公寓,無,121.580325898,25.0759949907,9.53,25.53,3.92,114
東湖捷運金寶低總套房,898,898,華廈,無,121.615976121,25.0706956536,1.91,4.63,1.21,114
國泰庭園電梯四房,4850,4850,華廈,無,121.584713,25.075494,15.98,35.71,4.37,114
A23內湖涵碧園高層靚景,4255,4255,大樓,無,121.589033019,25.0796281992,7.44,23.1,3.5,114
蘇黎世三角窗金店,22780,22780,大樓,私有,121.576478341,25.0586154955,50.7,92.31,9.97,114
內湖新明路純地,1048,1048,土地,無,121.579971,25.054182,7.86,,,114
華盛頓優質廠辦,8838,8838,華廈,私有,121.577591431,25.0730637112,48.61,127.32,0,114
內湖綠大地別墅,12800,12800,別墅,無,121.59783436,25.0858323552,45.76,54.11,45.03,114
遠雄波昂內科廠辦,7680,7680,華廈,私有,121.576285563,25.0724546441,29.37,94.49,0,114
遠雄波昂內科廠辦,7680,7680,華廈,私有,121.576285563,25.0724546441,29.37,94.49,0,114
新明工業店面,2158,2158,公寓,無,121.583795913,25.056347358,13.21,32.1,0,114
內湖嘉醴豪邸住辦二室車,4468,4468,大樓,私有,121.58751898,25.0640293476,13.07,33.93,4.25,114
D226內科高cp值辦公大樓,4980,4980,大樓,私有,121.561951226,25.0858498575,25.23,51.44,0,114
長虹瑞光科技金店,17336,17336,大樓,可購,121.572994897,25.0759898719,27.16,60.15,3.17,114
文德雙戶・傳愛雙生,5760,5760,華廈,私有,121.589001569,25.0792979308,12.55,38.09,2.46,114
8018東湖市場印鈔機店面,4500,4500,公寓,無,121.61486,25.067587,8.2,24.77,14.27,114
巴黎科技雙店辦,28180,28180,華廈,私有,121.565409273,25.0798170458,26.65,89.98,8.89,114
金湖路三角窗店面,4300,4300,公寓,無,121.596686395,25.0825394258,6.78,23.94,2.19,114
濱湖皇家,8800,8800,大樓,私有,121.580960564,25.0830909761,13.82,69.24,8.71,114
碧湖面湖大戶,8800,8800,大樓,私有,121.580934,25.083128,13.82,69.24,8.71,114
米蘭苑美宅,11800,11800,大樓,私有,121.585953108,25.0608103323,19.18,60.64,8.35,114
星雲街三角窗挑高店面,6480,6480,大樓,私有,121.59141524,25.0784582688,19.44,41.04,5.54,114
葫洲捷運金店面,4380,4380,公寓,無,121.607581381,25.071091525,14.97,23.6,27.19,114
洲子街壹樓廠辦,16800,16800,華廈,私有,121.566502625,25.0814268974,20.96,66.54,2.9,114
遠雄蘇黎世三角窗雙店面,23280,23280,華廈,私有,121.576478341,25.0586154955,50.7,92.31,9.97,114
港墘江南宴翡翠區店面,3300,3300,大樓,無,121.576969762,25.0782701884,4.21,17.07,6.62,114
遠雄瑞士店面,8800,8800,華廈,私有,121.576424865,25.0584141215,23.65,53.02,,114
遠雄蘇黎世三角窗店面1,14580,14580,華廈,私有,121.576478341,25.0586154955,29.2,53.15,7.8,114
遠雄蘇黎世店面2,8700,8700,華廈,私有,121.576710608,25.0587017812,21.5,39.17,2.16,114
海華御璽雙坡平車位,8500,8500,大樓,私有,121.591557067,25.0673726078,19.22,41.78,5.96,114
潭美面河科工持分地,1350,1350,土地,無,121.589363,25.069372,14.69,,,114
成功湖光店辦,5680,5680,大樓,私有,121.593484249,25.0796059161,9.82,33.89,2.85,114
近捷運站明湖學區一樓,2580,2580,公寓,無,121.613388055,25.0705583554,7.52,23.41,1.64,114
美麗華金店面,9800,9800,華廈,無,121.56046139,25.0857528751,23.66,52.16,1,114
海華御璽大四房,8080,8080,大樓,私有,121.591557067,25.0673726078,18.34,41.78,5.96,114
璞園大庭院3房車,5980,5980,華廈,私有,121.589018577,25.082335358,24.41,22.32,1.76,114
璞森晴一樓緻庭院,5980,5980,華廈,私有,121.589018577,25.082335358,24.17,22.09,1.61,114
民權東路面寬金店面,4280,4280,華廈,私有,121.594500177,25.0690935478,18.12,23.6,1.29,114
