objName,age
碧湖360度環景樓中樓,29.9
山岳環景全新毛胚屋3D,8.2
文德靜巷美屋,42.7
森大直庭院豪邸,8.2
華固I-Park,17.3
江南金店面,9.3
內湖捷運億級棒店面,41.6
內科瑞光店面,25.3
文心AIT稀有景觀樓中樓,13.3
內湖四期管理三房,17.9
$AIT文心吟釀3房車,18.4
內湖科學園區科工A土地,17.2
璞真水寓第一排湖景,9.4
內湖五期面公園金店I,17.3
內湖五期面公園金店II,17.3
專任!!西湖園漂亮景觀面湖,43
&四面採光101景觀露臺戶,11.3
別墅區內精品公寓,28.3
內湖富邦大衛營菁英特區,17.8
全新森大直庭院一樓A,8.2
民權稀有花園別墅,27.6
貿七璞真都更優質宅,43
全新森大直庭院一樓E,8.2
葫洲捷運金店面,38.4
內科安康科工土地,
內湖站大馬路金店面,48.2
四季麗山3房車位,6.6
森大直環景全新毛胚屋1C,8.2
瑞光金店面,20.3
劍南文湖街寬店面,24.8
驚喜價東湖傳統市場店面,28.3
內湖翡翠城四房頂佳大空間,44.8
內湖湖山雅緻三房車,26.2
【獨賣】麗湖學區精美電梯三房車,27.1
港墘麗山邊間頂佳,42.8
基泰御峰露台,11.6
雲立方，氣派豪邸,12.8
內湖白石湖休閒農地,
碧湖君品，溫馨美三房,9.8
豪宅阿亮~大直觀邸稀有露臺,34.3
上和院稀有釋出小透天,17.9
西湖寧境優質綠意四房車位,32
湖水裔捷運兩室車,16
內湖金矽谷NO3黃金辦公室,26.5
內湖世紀之光辦公首選,18
東湖站旁挑高精美小資套房,30
環山路電梯兩房,23.4
內湖區別墅透天稀有出售+車位,36.8
環山路整棟透天,23.4
環山路電梯兩房,23.4
環山路電梯兩房,23.4
環山路一樓,23.4
麗山學區新裝潢公寓鼎家,46.3
東湖捷運生活圈黃金店面,28.3
內湖低總價邊間一樓,46.5
新明路土地房屋銷售,66.3
