物件編號,物件名稱,地址,格局,坪數,樓層,屋齡,類型,價格
WS63922,新明路車位（67號）,內湖區新明路,車位,27坪,27/7樓,155年,車位,169萬
WS63931,新明路車位（61號）,內湖區新明路,車位,27坪,27/7樓,155年,車位,169萬
ZS170833,內湖美秀館挑高三室,內湖區新明路,3室2廳2衛,201坪,3/11樓,195年,住宅,189萬
XS126819,港墘捷運邊間獨戶頂佳,內湖區港華街,3房(室)3廳2衛,225坪,5/5樓,218年,住宅,212萬
WS70283,E56文德捷運電梯3房,內湖區文德路,3房(室)2廳2衛,44坪,6/12樓,37年,住宅,26萬
WS71024,森大直庭院宅,內湖區文湖街,4房(室)2廳2衛,72坪,1-2/10樓,66年,住宅,57萬
ZS131177,內湖成功大商場,內湖區成功路四段,OPEN,100坪,2/16樓,93年,店面,86萬
XS120081,內湖美秀館創意加車,內湖區新明路,3室2廳2衛,125坪,3/11樓,118年,辦公,111萬
ZS184541,內湖美秀極品樓中樓加車位,內湖區新明路,--房(室)2廳1衛,125坪,3/11樓,118年,其他,111萬
ZS111957,內湖捷運金店辦商場,內湖區成功路四段,開放式,100坪,2/16樓,93年,店面,86萬
WS34949,內湖美套+14車位,內湖區成功路二段,1房(室)1廳1衛,179坪,9/11樓,173年,住宅,168萬
ZS185117,內湖國賓大戶官邸,內湖區成功路二段,4房(室)2廳3衛,200坪,14/14樓,195年,住宅,190萬
WS47322,西湖寧靜綠景四房,內湖區內湖路一段,4房(室)2廳2衛,221坪,3/12樓,214年,住宅,211萬
ZS173327,內湖環河通商大樓,內湖區潭美街,--房(室)--廳--衛,244坪,B3-9/9樓,238年,住宅,233萬
ZS163118,西湖站辦公,內湖區文湖街,OPEN,44坪,2/7樓,36年,辦公,26萬
YS177075,Y422內湖四期美透天別墅,內湖區民權東路六段,6房(室)2廳4衛,77坪,B1-4/4樓,70年,住宅,61萬
YS188538,港墘捷運一層一戶頂+,內湖區內湖路一段,4房(室)3廳2衛,104坪,5/5樓,97年,住宅,90萬
YS197101,Y637東湖黃金收租店面,內湖區康樂街,--房(室)2廳1衛,129坪,1/5樓,124年,店面,117萬
WS70511,內科近捷運廠辦,內湖區內湖路一段,5室1廳,151坪,7/8樓,146年,廠房,141萬
WS70866,超近西湖捷運邊間辦公,內湖區內湖路一段,4房(室)1廳--衛,164坪,2/8樓,146年,辦公,160萬
DS91771,東湖學區溫馨2房車,內湖區康樂街,2房(室)2廳1衛,186坪,3/13樓,181年,住宅,175萬
WS71405,東湖路方正美寓鼎家,內湖區東湖路,4房(室)2廳2衛,207坪,5/5樓,200年,住宅,196萬
ZS172069,東湖千坪人潮店,內湖區安康路,OPEN,227坪,B1/8樓,222年,店面,218萬
ZS195797,內湖大型商場店辦,內湖區安康路,7室1廳2衛,227坪,B1/8樓,222年,店面,218萬
WS41923,生活派對挑高1房+車位,內湖區民權東路六段,1房(室)2廳1衛,44坪,2/8樓,37年,住宅,26萬
WS50587,內湖捷運AIT芳鄰雅寓,內湖區金湖路,2房(室)2廳1衛,73坪,2/5樓,66年,住宅,59萬
TS141340,B205康樂小套房,內湖區康樂街,1房(室)1廳1衛,96坪,2/6樓,90年,住宅,85萬
YS193986,東湖國小公園雅寓,內湖區康樂街,2房2廳1衛1陽台,118坪,4/5樓,112年,住宅,108萬
YS191756,大湖國小綠景四房車位,內湖區大湖山莊街,4房(室)3廳3衛,145坪,4-5/5樓,137年,住宅,131萬
WS70368,東湖國小公寓,內湖區安康路,4房(室)2廳2衛,166坪,4/5樓,160年,住宅,156萬
XS118137,哈拉影城黃金店面,內湖區東湖路,--房(室)1廳1衛,190坪,B1/5樓,184年,住商,177萬
ZS177149,J7捷運東湖人潮實店面,內湖區東湖路,--房(室)1廳1衛,213坪,1/5樓,206年,店面,202萬
ZS190315,閱讀歐洲樓中樓花園豪宅,內湖區成功路五段,5房(室)3廳2.5衛,241坪,13-14/14樓,234年,住宅,226萬
XS129268,文德公園旁一樓,內湖區文德路,開放式,264坪,1/5樓,257年,住宅,253萬
TS139123,大湖山莊街社區坡道平面車位,內湖區大湖山莊街,--房(室)--廳--衛,35坪,B2/B2樓,30年,車位,22萬
WS70701,E28森大直景觀美妝2房,內湖區文湖街,2房(室)2廳1衛,66坪,3/10樓,59年,住宅,49萬
WS70616,AZ7蓮園心邑｜首席庭院A,內湖區民權東路六段,1房(室)1廳1衛,88坪,1/10樓,83年,住宅,78萬
WS70634,AZ7蓮園心邑｜經典庭院B,內湖區民權東路六段,1房(室)1廳1衛,99坪,1/10樓,83年,住宅,97萬
WS70642,AZ7蓮園心邑｜森活庭院C,內湖區民權東路六段,1房(室)1廳2衛,111坪,1/10樓,83年,住宅,107萬
WS70644,AZ7蓮園心邑｜私境庭院D,內湖區民權東路六段,1房(室)1廳2衛,122坪,1/10樓,83年,住宅,120萬
YS197014,內湖五期電梯三房,內湖區新豐街,3房(室)2廳2衛,143坪,2/8樓,138年,住宅,132萬
YS197128,碧湖園新城美妝兩房,內湖區內湖路三段,2房(室)2廳1衛,168坪,4/5樓,162年,住宅,156萬
ZS184952,捷運西湖站挑高商辦,內湖區瑞光路,--房(室)1廳--衛,196坪,6/9樓,189年,辦公,182萬
ZS192663,內科廠辦一樓+陽光屋B1,內湖區瑞光路,1房(室)--廳--衛,218坪,B1-1/7樓,212年,辦公,207萬
ZS196843,明湖青庭車位,內湖區東湖路,車位,19坪,B2/8樓,32年,車位,24萬
WS62323,內湖秀美館挑高三房車,內湖區新明路,3房(室)2廳2衛,64坪,3/11樓,58年,住宅,50萬
WS59084,內湖捷運站巨星商辦,內湖區成功路四段,OPEN/4衛,92坪,2/16樓,85年,店面,78萬
YS196587,內湖四房坡車美屋,內湖區內湖路一段,5房(室)2廳3衛,118坪,4-5/5樓,111年,住宅,104萬
WS35034,東湖站旁商場店面,內湖區康寧路三段,3室3廳3衛,143坪,B1-B3/9樓,137年,店面,130萬
WS42935,【劍南路站｜內湖・大面寬店面】,內湖區內湖路一段,1室2廳3衛,166坪,B1-1/6樓,160年,住宅,155萬
WS35706,亞太企業廠辦,內湖區瑞光路,3室2廳,188坪,3/6樓,183年,其他,178萬
WS35546,亞太企業廠辦-2,內湖區瑞光路,1室1廳,204坪,3/6樓,183年,其他,197萬
ZS192819,內湖四期大華新村,內湖區成功路二段,2房(室)1廳1衛,224坪,4/4樓,218年,住宅,213萬
WS47241,內科民權天下四米六另雙車位,內湖區民權東路六段,11室3廳,247坪,7/7樓,242年,辦公,236萬
ZS200303,內科港墘路稀有邊間辦公,內湖區港墘路,開放式,42坪,6/9樓,35年,廠房,26萬
ZS200300,內科港墘路辦公大樓A+,內湖區港墘路,開放式,58坪,3/9樓,35年,廠房,54萬
WS70268,西湖捷運獨棟美辦(4),內湖區基湖路,--房(室)--廳1衛,83坪,4/7樓,77年,辦公,69萬
WS70273,西湖捷運獨棟美辦(5.6.7),內湖區基湖路,--房(室)--廳3衛,97坪,5-7/7樓,77年,辦公,93萬
WS70258,西湖捷運獨棟美辦(3),內湖區基湖路,--房(室)--廳1衛,83坪,3/7樓,77年,辦公,106萬
WS70530,西湖捷運獨棟美辦(全),內湖區基湖路,--房(室)--廳7衛,120坪,B2-7/7樓,77年,辦公,116萬
ZS187184,內科氣派門廳優質辦公,內湖區瑞湖街,1廳,142坪,6/8樓,137年,辦公,131萬
WS35874,亞太企業廠辦-1,內湖區瑞光路,2室1廳,162坪,3/6樓,157年,住宅,152萬
ZS138351,內湖福華商業廣場辦公室,內湖區民權東路六段,1房(室)1廳--衛,184坪,5/12樓,35年,辦公,173萬
XS123183,港墘捷運麗山國小美寓,內湖區麗山街,5房(室)2廳4衛,210坪,5/5樓,203年,住宅,196萬
MS131716,內湖站景觀戶2房平車,內湖區金龍路,2房(室)1廳1衛,44坪,7/12樓,37年,住宅,26萬
WS45626,內湖三總高樓美豪邸,內湖區民權東路六段,3房(室)2廳2衛,73坪,8/10樓,67年,住宅,59萬
ZS191745,內科文德捷運店、住、辦,內湖區文德路,4房(室)3廳2衛,103坪,1/5樓,96年,住宅,87萬
MS138272,內湖港墘路店面,內湖區港墘路,1房(室)--廳2衛,127坪,1/10樓,121年,店面,116萬
ZS191115,宏泰巨星高樓景觀收租,內湖區成功路四段,7房(室)--廳4衛,150坪,11/16樓,144年,住宅,138萬
YS183521,內湖三總挑高面寬金店面,內湖區民權東路六段,--房(室)1廳1衛,169坪,1/14樓,164年,店面,160萬
ZS200385,典藏精緻景觀2房,內湖區內湖路二段,2房(室)2廳1衛,191坪,4/5樓,185年,住宅,180萬
WS70228,西湖捷運獨棟美辦(1.2),內湖區基湖路,--房(室)--廳2衛,214坪,1-2/7樓,208年,辦公,202萬
WS70218,森大直環景全新毛胚屋1D,內湖區文湖街,OPEN,235坪,1/10樓,230年,住宅,226萬
WS51377,內湖科學園區小坪數華廈,內湖區文湖街,--房(室)1廳1衛,255坪,4/5樓,248年,住宅,246萬
ZS200429,湖光頂佳大空間,內湖區成功路四段,4房(室)2廳2衛,41坪,5/5樓,35年,住宅,25萬
WS37636,內湖港墘極美鼎加,內湖區港華街,3房(室)2廳2衛,70坪,4/4樓,62年,住宅,57萬
ZS188623,港墘站頂樓美妝大空間,內湖區港華街,3房(室)2廳2衛,70坪,4/4樓,62年,住宅,57萬
XS126618,四期樹海景觀美妝平車,內湖區民權東路六段,2房(室)2廳2衛,109坪,2/11樓,102年,住宅,94萬
WS39807,麗山國小美美頂家,內湖區港華街,3房2廳2衛2陽台,70坪,4/4樓,62年,住宅,57萬
ZS195464,四期派樂地簡約風電梯2房+平車,內湖區成功路二段,2房(室)2廳1衛,141坪,5/11樓,137年,住宅,132萬
ZS194062,B4559內湖捷運一品居四房車,內湖區成功路四段,4房(室)2廳2衛,164坪,7/12樓,157年,住宅,153萬
WS53084,內湖四期3房雙車露台戶,內湖區民權東路六段,3房(室)2廳3衛,187坪,9/10樓,182年,住宅,176萬
ZS193408,碧湖君品,內湖區內湖路二段,3房(室)2廳2衛,9坪,6/13樓,204年,住宅,199萬
XS124798,大直國家,內湖區內湖路一段,3房(室)2廳3衛,234坪,B1-1/5樓,227年,住宅,223萬
ZS193155,東湖安泰街黃金店辦,內湖區安泰街,--房(室)3廳2衛,44坪,1/5樓,37年,店面,26萬
ZS196904,鄰近東湖國中康樂商圈安泰雅寓,內湖區安泰街,3房(室)2廳2衛,68坪,3/5樓,62年,住宅,57萬
ZS198373,大坵田農地1374坪,內湖區大湖街,25,25坪,25/25樓,25年,土地,79萬
ZS199441,捷運大湖公園站電梯面寬正3房車,內湖區成功路五段,3房(室)2廳2衛,109坪,3/16樓,103年,住宅,98萬
ZS199318,內湖東天廈店面,內湖區新明路,--房(室)2廳1衛,133坪,1/14樓,127年,店面,121萬
ZS199772,大湖國宅電梯三房,內湖區成功路五段,3房2廳1.5衛,109坪,3/15樓,103年,住宅,98萬
YS196887,內湖收租金元寶,內湖區內湖路三段,6房(室)1廳6衛,165坪,5/5樓,62年,住宅,155萬
WS70356,內湖樓中樓庭院雙車位,內湖區文湖街,4房(室)2廳2衛,191坪,1-2/10樓,185年,住宅,177萬
ZS165702,安康東湖商圈地下商城,內湖區安康路,--房(室)--廳--衛,203坪,B1/8樓,207年,其他,201萬
ZS200004,堤頂凱旋親水總部,內湖區堤頂大道二段,--房(室)2廳--衛,228坪,3/8樓,224年,辦公,219萬
MS154319,驚喜價東湖全聯高投報店面,內湖區東湖路,--房(室)1廳1衛,41坪,B1/9樓,35年,店面,25萬
QS40288,J5122 麗山高中3樓公寓,內湖區環山路三段,3房(室)2廳2衛,72坪,3/5樓,65年,住宅,57萬
ZS195612,四期國醫辦公大露台,內湖區民權東路六段,2室1廳,96坪,9/14樓,91年,辦公,84萬
TS141011,典藏內湖I-COME,內湖區南京東路六段,3房(室)2廳2衛,118坪,6/12樓,113年,住宅,107萬
YS195699,內湖捷運AIT旁景觀小宅,內湖區星雲街,1房(室)1廳1衛,142坪,10/21樓,136年,住宅,130萬
ZS197945,捷運港墘站麗山學區美裝,內湖區港華街,3房(室)2廳3衛,166坪,4/5樓,160年,住宅,155萬
WS64449,內湖四期國醫景觀商辦,內湖區民權東路六段,2房(室)1廳--衛,96坪,9/14樓,91年,辦公,84萬
WS64738,內湖四期國醫景觀商辦,內湖區民權東路六段,2房(室)1廳--衛,96坪,9/14樓,91年,辦公,84萬
ZS199177,內湖捷運文德站美寓3樓,內湖區文德路,3+1房2廳2衛,202坪,3/5樓,196年,住宅,192萬
QS43583,135內科靜巷國泰公寓,內湖區內湖路一段,3房(室)2廳2衛,225坪,5/5樓,218年,住宅,215萬
ZS200108,國泰庭園電梯四房,內湖區陽光街,4房(室)2廳2衛,44坪,3/8樓,37年,住宅,26萬
WS70434,內科正官庄旁金店面,內湖區內湖路一段,--房(室)--廳1衛,76坪,1/14樓,70年,店面,59萬
ZS200209,陽光生活高樓,內湖區文德路,1房(室)2廳1衛,98坪,14/14樓,92年,住宅,88萬
WS69824,蘇黎世三角窗金店,內湖區新湖一路,OPEN,119坪,1/7樓,114年,店面,109萬
YS138684,內湖科技園區優質廠辦,內湖區舊宗路二段,5室1廳,144坪,3/5樓,138年,辦公,131萬
ZS121339,內科港墘河景廠辦,內湖區港墘路,--房(室)--廳--衛,164坪,4/10樓,160年,其他,154萬
XS118711,激推!西湖段核心頂級廠辦,內湖區基湖路,--房(室)--廳--衛,184坪,7/8樓,180年,廠房,176萬
ZS196344,安康透天廠房,內湖區安康路,--房(室)--廳--衛,194坪,1-3/3樓,198年,廠房,193萬
WS34422,國家別墅庭院大戶,內湖區金湖路,6房(室)3廳7衛,225坪,B1-4/4樓,219年,住宅,212萬
YS189074,文湖線景觀露台樓中樓,內湖區民權東路六段,4房(室)3廳3衛,247坪,15-16/16樓,242年,住宅,236萬
YS188052,眺望101景觀~屋況佳3房,內湖區行善路,3房(室)2廳1.5衛,40坪,9/9樓,35年,住宅,24萬
ZS195539,立委特區全新裝修別墅,內湖區大湖街,7房(室)2廳4衛,72坪,B1-3/3樓,65年,住宅,55萬
WS60781,E37國賓官邸遠景大宅,內湖區成功路二段,4房(室)2廳3衛,93坪,14/14樓,88年,住宅,83萬
WS53014,精裝米蘭苑4房雙車,內湖區新富街,4房(室)2廳4衛,114坪,6/14樓,109年,住宅,104萬
ZS197277,濱湖名宮捷運豪景電梯四房,內湖區民權東路六段,4房(室)2廳2衛,138坪,7/12樓,133年,住宅,126萬
YS193468,內湖捷運大空間商辦,內湖區成功路四段,開放式,163坪,B2/15樓,157年,辦公,150萬
ZS192230,美麗華裝潢公寓三樓4房,內湖區內湖路一段,4房(室)2廳2衛,185坪,3/5樓,179年,住宅,174萬
ZS199087,警智新村3房,內湖區星雲街,3房(室)2廳2衛,205坪,4/12樓,201年,住宅,196萬
WS62698,民權東路內湖邊間商辦,內湖區民權東路六段,3房(室)--廳--衛,223坪,6/12樓,218年,辦公,215萬
WS21180,好市多稀有庭院一樓雙車位,內湖區新明路,2房(室)2廳1衛,52坪,B1-1/6樓,239年,住宅,232萬
ZS117797,瑞光廠辦,內湖區瑞光路,.,39坪,4/7樓,34年,其他,25萬
ZS117804,瑞光廠辦1,內湖區瑞光路,.,55坪,3/7樓,34年,其他,52萬
ZS161154,內湖大帝國收租美辦,內湖區基湖路,OPEN,81坪,8/10樓,75年,辦公,67萬
WS25481,&內科西湖站高投報辦公室,內湖區內湖路一段,OPEN,99坪,4/10樓,94年,辦公,91萬
XS119985,瑞光路優質辦公大樓,內湖區瑞光路,１廳,120坪,7/9樓,114年,廠房,109萬
XS123683,康樂全聯電梯露台戶+坡道平面車,內湖區康樂街,2房(室)2廳2衛,141坪,3/8樓,136年,住宅,131萬
WS38825,內湖通商大樓純辦6,內湖區潭美街,--房(室)1廳1衛,166坪,6/9樓,160年,其他,154萬
WS48439,內湖上和院三房平車,內湖區南京東路六段,3房(室)2廳2衛,187坪,3-5/5樓,183年,住宅,177萬
ZS191552,大直捷運劍南路站內科收租美妝,內湖區內湖路一段,3室1廳4衛,207坪,3/5樓,202年,辦公,197萬
WS47375,湖之蒂花園華廈,內湖區康樂街,4房(室)2廳2衛,225坪,2/8樓,221年,住宅,217萬
XS135449,內湖德明小套房,內湖區文湖街,1房(室)--廳1衛,43坪,4/5樓,36年,住宅,26萬
WS71145,森大直庭院豪邸,內湖區文湖街,4房(室)2廳2衛,70坪,1-2/10樓,64年,住宅,57萬
WS69030,東湖優選電梯一房,內湖區東湖路,1房(室)1廳1衛,92坪,5/10樓,86年,住宅,82萬
WS56105,內湖邊間電梯四室車,內湖區成功路四段,4室2廳2衛,118坪,7/12樓,112年,住宅,105萬
WS46314,南京潭美景觀豪美三房+車位,內湖區新明路,3房(室)2廳2衛,142坪,13/14樓,136年,住宅,130萬
ZS192687,四期公園第一排攬翠新墅宇,內湖區民權東路六段,4房(室)2廳2衛,164坪,1/5樓,158年,住宅,154萬
CS173838,台北內湖陽光街大套房車位,內湖區陽光街,1房(室)1廳1衛,187坪,2/5樓,181年,獨立套房,176萬
ZS196493,捷運1 F庭園3房+坡平大車位,內湖區安康路,3房(室)2廳2衛,209坪,1/8樓,203年,住宅,199萬
WS61509,麗山國小面寬旺店,內湖區麗山街,2房(室)2廳2衛,232坪,1/5樓,226年,住宅,221萬
ZS197857,宏盛新象高樓層,內湖區成功路四段,3房2廳1.5衛,251坪,10/10樓,246年,住宅,243萬
ZS198274,文德捷運2樓美寓,內湖區陽光街,2房(室)1廳1衛,46坪,2/5樓,38年,住宅,26萬
WS64621,內科百坪電梯豪墅,內湖區瑞光路,4房(室)3廳6衛,76坪,B1-4/4樓,70年,住宅,61萬
WS65339,遠雄常御美邸附車,內湖區新豐街,2房(室)2廳2衛,101坪,9/11樓,96年,住宅,89萬
YS193911,大湖山莊景觀別墅$,內湖區大湖山莊街,8房(室)3廳9衛,127坪,B1-3/3樓,121年,住宅,114萬
OS206446,文德女中長耀3房+車,內湖區成功路三段,3房(室)2廳2衛,149坪,9/11樓,142年,住宅,138萬
DS89840,康寧路邊間金店面,內湖區康寧路三段,1房(室)2廳1衛,171坪,1/5樓,166年,店面,160萬
WS30024,瑞光躍虎廠辦,內湖區瑞光路,4室1廳,194坪,7/9樓,189年,辦公,183萬
WS33101,遠雄曼哈頓樹海辦公,內湖區南京東路六段,OPEN,211坪,9/9樓,58年,辦公,204萬
WS33105,遠雄曼哈頓高樓辦公,內湖區南京東路六段,OPEN,223坪,9/9樓,58年,辦公,220萬
WS33098,遠雄曼哈頓景觀辦公,內湖區南京東路六段,OPEN,233坪,9/9樓,58年,辦公,230萬
WS33089,內科面公園景觀商辦,內湖區南京東路六段,OPEN,39坪,9/9樓,33年,辦公,25萬
WS25547,西湖翡翠一樓店面,內湖區內湖路一段,4房(室)2廳3衛,66坪,1/6樓,61年,店面,53萬
